Publication Date;Update Date;Meta Location;Title;HTML Text;Raw Text
August 26, 2023, 05:42 PM;;Chittagong;Road crash leaves autorickshaw driver dead on Dhaka-Chattogram highway in Sitakunda;"<p>A CNG-run autorickshaw driver was killed as a speeding bus ran over his vehicle on Dhaka-Chattogram highway in Sitakunda upazila of Chattogram on Saturday morning.</p><p>The deceased was Mohammad Shahab Uddin, 35, son of Abdul Malek of Bashbaria union under the upazila.</p><p>Read: <a href=""https://www.unb.com.bd/category/Bangladesh/womans-hanging-body-found-in-khulna/120942"">Woman’s hanging body found in Khulna</a></p><p>Baro Awlia Highway Police Station’s Sub Inspector Deepak Kumar Singh said the accident happened in the morning as the Chattogram-bound bound bus collided with the three-wheeler when it was about to take the highway after refueling from a fuel station in the Bashbaria area, leaving him critically injured.</p><p>He was rushed to Upazila Health Complex where physicians declared him dead upon arrival, he said, adding that the body was handed over to the family without autopsy upon their request.</p><p>Read: <a href=""https://www.unb.com.bd/category/Bangladesh/2-women-killed-in-naogaon-wall-collapse/120919"">2 women killed in Naogaon wall collapse</a> </p><p>The bus driver and his helper managed to flee with the vehicle before their arrival on the spot, the police officer added.  </p>";A CNG-run autorickshaw driver was killed as a speeding bus ran over his vehicle on Dhaka-Chattogram highway in Sitakunda upazila of Chattogram on Saturday morning. The deceased was Mohammad Shahab Uddin, 35, son of Abdul Malek of Bashbaria union under the upazila. Read:Woman’s hanging body found in Khulna Baro Awlia Highway Police Station’s Sub Inspector Deepak Kumar Singh said the accident happened in the morning as the Chattogram-bound bound bus collided with the three-wheeler when it was about to take the highway after refueling from a fuel station in the Bashbaria area, leaving him critically injured. He was rushed to Upazila Health Complex where physicians declared him dead upon arrival, he said, adding that the body was handed over to the family without autopsy upon their request. Read:2 women killed in Naogaon wall collapse The bus driver and his helper managed to flee with the vehicle before their arrival on the spot, the police officer added.
August 24, 2023, 10:14 AM;;GAIBANDHA;Traffic police killed in Gaibandha road crash;"<p>A traffic police constable was killed when a sand-laden truck hit his motorbike at Golchattar in Gaibandha district town on Thursday morning.</p><p>Also read : <a href=""https://www.unb.com.bd/category/Bangladesh/bus-truck-collision-leaves-3-dead-in-gaibandha/118419"">Bus-truck collision leaves 3 dead in Gaibandha</a></p><p>The deceased was identified as Md Biplab of Sirajganj district.</p><p>Also read : <a href=""https://www.unb.com.bd/category/Bangladesh/probe-body-formed-to-investigate-misconduct-of-gaibandha-govt-girls-schools-headmaster/119316"">Probe body formed to investigate misconduct of Gaibandha Govt Girls School’s headmaster</a></p><p>The accident occurred around 7:30 am when the truck from Palashbari hit the motorbike carrying Biplab while performing his duty near police café point, leaving him dead on the spot, said Masud Rana, officer-in-charge of Sadar Police Station.</p><p>Also read : <a href=""https://www.unb.com.bd/category/Bangladesh/two-killed-in-chattogram-truck-accident/4839"">Two killed in Chattogram truck accident</a></p><p>Police are trying to arrest the truck driver, said OC.</p>";A traffic police constable was killed when a sand-laden truck hit his motorbike at Golchattar in Gaibandha district town on Thursday morning. Also read :Bus-truck collision leaves 3 dead in Gaibandha The deceased was identified as Md Biplab of Sirajganj district. Also read :Probe body formed to investigate misconduct of Gaibandha Govt Girls School’s headmaster The accident occurred around 7:30 am when the truck from Palashbari hit the motorbike carrying Biplab while performing his duty near police café point, leaving him dead on the spot, said Masud Rana, officer-in-charge of Sadar Police Station. Also read :Two killed in Chattogram truck accident Police are trying to arrest the truck driver, said OC.
August 23, 2023, 03:36 PM;;Pakistan;"""It was a miracle,"" says teenager rescued with 7 others from a broken cable car over a Pakistan gorge";"<p>The rescue of six school children and two adults who were plucked from a broken cable car that was dangling precariously hundreds of meters (yards) above a steep gorge was a miracle, a survivor said Wednesday. The teenager said he and the others felt repeatedly that death was imminent during the 16-hour ordeal.</p><p>The eight passengers were pulled from the cable car in several rescue attempts Tuesday. One of the youngest children was grabbed by a commando attached to a helicopter by rope. A video of the rescue shows the rope swaying wildly as the child, secured by a harness, is pulled into the helicopter.</p><p>Read: <a href=""https://www.unb.com.bd/category/Bangladesh/15-prominent-citizens-urge-for-skilled-masters-drivers-to-prevent-waterway-accidents/120727"">15 prominent citizens urge for skilled masters-drivers to prevent waterway accidents</a></p><p>Because helicopters could not fly after sunset, rescuers constructed a makeshift chairlift from a wooden bed frame and ropes and approached the cable car using the one cable that was still intact, local police chief Nazir Ahmed said. In the final stage of the risky operation, just before midnight Tuesday, rescuers and volunteers pulled a rope to lower the chairlift to the ground. Joyful shouts of “God is great” erupted as the chairlift came into view, carrying two boys in traditional white robes.</p><p>“I had heard stories about miracles, but I saw a miraculous rescue happening with my own eyes,” said 15-year-old Osama Sharif, one of the six boys who were in the cable car.</p><p>Locally made cable cars are a widely used form of transportation in the mountainous Battagram district in Khyber Pakhtunkhwa province. Gliding across steep valleys, they cut down travel time but often are poorly maintained and accident prone. Every year people die or are injured while traveling in them.</p><p>Read: <a href=""https://www.unb.com.bd/category/World/rescuers-save-8-people-trapped-in-cable-car-dangling-above-canyon-in-pakistan/120759"">Rescuers save 8 people trapped in cable car dangling above canyon in Pakistan</a></p><p>On Tuesday morning, the six boys got into the cable car to travel to their school across the ravine from their village. Osama said he was headed to school to receive the result of his final exam.</p><p>“We suddenly felt a jolt, and it all happened so suddenly that we thought all of us are going to die,” Osama said in a telephone interview.</p><p>He said some of the children and the two adults had cellphones and started making calls. Worried parents tried to reassure the children.<br>“They were telling us don’t worry, help is coming,” he said. After several hours, the passengers saw helicopters flying in the air, and at one point a commando using a rope came very close to the cable car.</br></p><p>Read: <a href=""https://www.unb.com.bd/category/World/pakistan-mounts-efforts-to-rescue-6-children-and-2-men-trapped-in-a-chairlift/120726"">Pakistan mounts efforts to rescue 6 children and 2 men trapped in a chairlift</a></p><p>But the choppers also added an element of danger. The air currents churned up by the whirling blades risked weakening the only cable preventing the cable car from crashing to the bottom of the river canyon.</p><p>“We cried, and tears were in our eyes, as we feared the cable car will go down,” Osama said.</p><p>Eventually a helicopter plucked one of the youngest children from the cable car, he said. Then, the makeshift chairlift arrived, first to give them food and water, followed by the rescue.</p><p>Ahmed, the local police chief, said the children received oxygen as a precaution before being handed over to their parents, many of whom burst into tears of joy.</p><p>An estimated 30,000 people live in Battagram, and nearly 8,000 gathered to watch the rescue operation, with many volunteering to help.</p><p>On Wednesday, authorities were preparing to repair the broken cable car.</p><p>Read: <a href=""https://www.unb.com.bd/category/World/pakistan-arrests-129-muslims-after-mob-attacks-on-churches-and-homes-of-minority-christians/120493"">Pakistan arrests 129 Muslims after mob attacks on churches and homes of minority Christians</a> </p><p>Ata Ullah, another rescued student, said cable cars are the only way residents can reach offices and schools.</p><p>“I feel fear in my mind about using the cable car, but I have no other option. I will go to my school again when the cable car is repaired,” he said.</p><p>In 2017, 10 people were killed when a cable car fell hundreds of meters (yards) into a ravine in the popular mountain resort of Murree after its cable broke.</p>";The rescue of six school children and two adults who were plucked from a broken cable car that was dangling precariously hundreds of meters (yards) above a steep gorge was a miracle, a survivor said Wednesday. The teenager said he and the others felt repeatedly that death was imminent during the 16-hour ordeal. The eight passengers were pulled from the cable car in several rescue attempts Tuesday. One of the youngest children was grabbed by a commando attached to a helicopter by rope. A video of the rescue shows the rope swaying wildly as the child, secured by a harness, is pulled into the helicopter. Read:15 prominent citizens urge for skilled masters-drivers to prevent waterway accidents Because helicopters could not fly after sunset, rescuers constructed a makeshift chairlift from a wooden bed frame and ropes and approached the cable car using the one cable that was still intact, local police chief Nazir Ahmed said. In the final stage of the risky operation, just before midnight Tuesday, rescuers and volunteers pulled a rope to lower the chairlift to the ground. Joyful shouts of “God is great” erupted as the chairlift came into view, carrying two boys in traditional white robes. “I had heard stories about miracles, but I saw a miraculous rescue happening with my own eyes,” said 15-year-old Osama Sharif, one of the six boys who were in the cable car. Locally made cable cars are a widely used form of transportation in the mountainous Battagram district in Khyber Pakhtunkhwa province. Gliding across steep valleys, they cut down travel time but often are poorly maintained and accident prone. Every year people die or are injured while traveling in them. Read:Rescuers save 8 people trapped in cable car dangling above canyon in Pakistan On Tuesday morning, the six boys got into the cable car to travel to their school across the ravine from their village. Osama said he was headed to school to receive the result of his final exam. “We suddenly felt a jolt, and it all happened so suddenly that we thought all of us are going to die,” Osama said in a telephone interview. He said some of the children and the two adults had cellphones and started making calls. Worried parents tried to reassure the children.“They were telling us don’t worry, help is coming,” he said. After several hours, the passengers saw helicopters flying in the air, and at one point a commando using a rope came very close to the cable car. Read:Pakistan mounts efforts to rescue 6 children and 2 men trapped in a chairlift But the choppers also added an element of danger. The air currents churned up by the whirling blades risked weakening the only cable preventing the cable car from crashing to the bottom of the river canyon. “We cried, and tears were in our eyes, as we feared the cable car will go down,” Osama said. Eventually a helicopter plucked one of the youngest children from the cable car, he said. Then, the makeshift chairlift arrived, first to give them food and water, followed by the rescue. Ahmed, the local police chief, said the children received oxygen as a precaution before being handed over to their parents, many of whom burst into tears of joy. An estimated 30,000 people live in Battagram, and nearly 8,000 gathered to watch the rescue operation, with many volunteering to help. On Wednesday, authorities were preparing to repair the broken cable car. Read:Pakistan arrests 129 Muslims after mob attacks on churches and homes of minority Christians Ata Ullah, another rescued student, said cable cars are the only way residents can reach offices and schools. “I feel fear in my mind about using the cable car, but I have no other option. I will go to my school again when the cable car is repaired,” he said. In 2017, 10 people were killed when a cable car fell hundreds of meters (yards) into a ravine in the popular mountain resort of Murree after its cable broke.
July 24, 2023, 03:41 PM;July 24, 2023, 04:37 PM;Narayanganj;"Fire service truck driver dies of stroke behind the wheel; collision with multiple vehicles leaves rickshaw-puller dead";"<p>Driver of a fire service truck had a stroke while behind the wheel and died, causing a collision with a rickshaw and two other vehicles, leaving the rickshaw-puller dead and eight people injured at Chashara crossing of Narayanganj earlier today (July 24, 2023).</p><p>The fire service truck driver was identified as Jahangir Hossain, while identities of the deceased rickshaw-puller and the injured could not be known immediately.</p><p>Read: <a href=""https://www.unb.com.bd/category/Bangladesh/9th-grader-killed-in-road-accident-in-capital/115225"">9th grader killed in road accident in capital</a></p><p>Fakhruddin, deputy director of Narayanganj Fire Service and Civil Defence, confirmed the death of Jahangir, saying that a civilian was also killed when the fire service truck hit a rickshaw and two other vehicles after the driver died behind the wheel.</p><p>Aktaruzzaman, deputy director of Fire Service Headquarters in Dhaka, said a rickshaw, a bus, and a private car were hit by the fire service vehicle when driver Jahangir suffered a stroke on the way to a fire incident in Fatullah.</p><p>Read: <a href=""https://www.unb.com.bd/category/Bangladesh/39-killed-as-fire-rips-through-launch-off-jhalokati-coast/84671"">39 killed as fire rips through launch off Jhalokati coast</a></p><p>Md Bachhu Miah, inspector of Dhaka Medical College Hospital (DMCH) police outpost, said two of the injured were admitted to the hospital, where they are undergoing treatment, and the rest are at several hospitals in Narayanganj.</p><p>Anisur Rahman, officer-in-charge of Narayanganj Model Police Station, said a fire broke out at a factory in Fatuallah’s BSCIC area in the morning. The fire service truck was going there.</p><p>The accident happened around 10:30 am when the fire service vehicle hit the bus, private car, and rickshaw.</p><p>Read more: <a href=""https://www.unb.com.bd/category/Bangladesh/1-killed-in-road-accident-in-khulna/118664"">1 killed in road accident in Khulna</a></p>";Driver of a fire service truck had a stroke while behind the wheel and died, causing a collision with a rickshaw and two other vehicles, leaving the rickshaw-puller dead and eight people injured at Chashara crossing of Narayanganj earlier today (July 24, 2023). The fire service truck driver was identified as Jahangir Hossain, while identities of the deceased rickshaw-puller and the injured could not be known immediately. Read:9th grader killed in road accident in capital Fakhruddin, deputy director of Narayanganj Fire Service and Civil Defence, confirmed the death of Jahangir, saying that a civilian was also killed when the fire service truck hit a rickshaw and two other vehicles after the driver died behind the wheel. Aktaruzzaman, deputy director of Fire Service Headquarters in Dhaka, said a rickshaw, a bus, and a private car were hit by the fire service vehicle when driver Jahangir suffered a stroke on the way to a fire incident in Fatullah. Read:39 killed as fire rips through launch off Jhalokati coast Md Bachhu Miah, inspector of Dhaka Medical College Hospital (DMCH) police outpost, said two of the injured were admitted to the hospital, where they are undergoing treatment, and the rest are at several hospitals in Narayanganj. Anisur Rahman, officer-in-charge of Narayanganj Model Police Station, said a fire broke out at a factory in Fatuallah’s BSCIC area in the morning. The fire service truck was going there. The accident happened around 10:30 am when the fire service vehicle hit the bus, private car, and rickshaw. Read more:1 killed in road accident in Khulna
July 20, 2023, 10:15 AM;July 20, 2023, 04:17 PM;Sylhet;Microbus-three wheeler collision leaves 7 dead in Sylhet;"<p>Seven people died in a collision between a CNG-run auto-rickshaw and a microbus at Salutikar on Sylhet-Companigonj road on Thursday.</p><p>The deceased included six passengers of CNG auto-rickshaw and the driver of the microbus.</p><p>Deputy Director of Sylhet MAG Osmani Medical College Hospital Soumitra Chakraborty (SOMCH) said, “Six people died before coming to the hospital, and five others were brought to hospital in critical condition. One of them died while undergoing treatment at the hospital.” </p><p><a href=""https://unb.com.bd/category/Bangladesh/4-injured-in-clash-over-setting-up-cattle-market-in-sylhet/117761"">4 injured in clash over setting up cattle market in Sylhet</a></p><p>Four of the deceased were identified as Md. Kalan Mia, 35, son of Shahjahan Mia of Islampur village in Companyganj upazila, Maulana Kazi Amir Uddin, 42, son of late Ashadder Ali of Kalibari village of East Islampur union, microbus driver Abu Taher, 45, of RoyBazar area of Dhaka and Md. Idris Ali, 40, of Batumara village of North Ronikhai union of Companiganj upazila.</p><p>The other deceased were from Companiganj upazila.</p><p><a href=""https://unb.com.bd/category/Bangladesh/out-of-control-mitali-paribahan-bus-kills-pedestrian-easy-biker-in-sylhet/117970"">Out-of-control Mitali Paribahan bus kills pedestrian, easy-biker in Sylhet</a></p><p>Sylhet Additional Superintendent of Police Prabhas Kumar Singh said when the microbus (Dhaka Metro-Ch19-7462) leaving Sylhet reached in front of Piangul Kazi Kalimullah High School in Salutikar area of Gowainghat upazila around 8:30 am the front right tyre of the vehicle got punctured and it lost control.</p><p>Then it collided with a three-wheeler coming from the opposite direction, he said.</p><p><a href=""https://unb.com.bd/category/Bangladesh/sylhet-road-crash-trucker-held-in-dakkhin-surma/117047"">Sylhet road crash: Trucker held in Dakkhin Surma</a> </p><p>Following the collision, the two vehicles fell into a roadside canal, leaving five people dead on the spot. Later, one injured passenger died on the way to the hospital and another died while undergoing treatment at the hospital.</p>";Seven people died in a collision between a CNG-run auto-rickshaw and a microbus at Salutikar on Sylhet-Companigonj road on Thursday. The deceased included six passengers of CNG auto-rickshaw and the driver of the microbus. Deputy Director of Sylhet MAG Osmani Medical College Hospital Soumitra Chakraborty (SOMCH) said, “Six people died before coming to the hospital, and five others were brought to hospital in critical condition. One of them died while undergoing treatment at the hospital.” 4 injured in clash over setting up cattle market in Sylhet Four of the deceased were identified as Md. Kalan Mia, 35, son of Shahjahan Mia of Islampur village in Companyganj upazila, Maulana Kazi Amir Uddin, 42, son of late Ashadder Ali of Kalibari village of East Islampur union, microbus driver Abu Taher, 45, of RoyBazar area of Dhaka and Md. Idris Ali, 40, of Batumara village of North Ronikhai union of Companiganj upazila. The other deceased were from Companiganj upazila. Out-of-control Mitali Paribahan bus kills pedestrian, easy-biker in Sylhet Sylhet Additional Superintendent of Police Prabhas Kumar Singh said when the microbus (Dhaka Metro-Ch19-7462) leaving Sylhet reached in front of Piangul Kazi Kalimullah High School in Salutikar area of Gowainghat upazila around 8:30 am the front right tyre of the vehicle got punctured and it lost control. Then it collided with a three-wheeler coming from the opposite direction, he said. Sylhet road crash: Trucker held in Dakkhin Surma Following the collision, the two vehicles fell into a roadside canal, leaving five people dead on the spot. Later, one injured passenger died on the way to the hospital and another died while undergoing treatment at the hospital.
July 19, 2023, 12:48 PM;;;Youth die in Jatrabari road crash;"<p> A 25-year-old man was killed after being hit by an unknown vehicle at Demra in the city’s Jatrabari area on Wednesday.<br><br>The deceased, Mohammad Ali, was a human hauler driver and son of Abdur Karim Konapara Dharmik Para.</br></br></p><p><a href=""https://unb.com.bd/category/Bangladesh/university-student-among-2-killed-in-dhaka-road-accidents/118724"">University student among 2 killed in Dhaka road accidents</a><br><br>Inspector Bachhu Mia, in-charge of Dhaka Medical College and Hospital police camp, said the vehicle knocked him down in the morning while he was passing Jatrabari Mahbubur Rahman Molla College, leaving him injured.</br></br></p><p><a href=""https://unb.com.bd/category/Bangladesh/two-killed-in-chattogram-motorcycle-accident/118742"">Two killed in Chattogram motorcycle accident</a><br/><br/>Later, he was taken to Dhaka Medical College and Hospital where doctors declared him dead around 9:45 am.<br/><a href=""https://unb.com.bd/category/Bangladesh/child-deaths-increase-by-about-17-in-road-accidents-scrf/118751"">Child deaths increase by about 17% in road accidents: SCRF</a><br/><br/></p>";A 25-year-old man was killed after being hit by an unknown vehicle at Demra in the city’s Jatrabari area on Wednesday.The deceased, Mohammad Ali, was a human hauler driver and son of Abdur Karim Konapara Dharmik Para. University student among 2 killed in Dhaka road accidentsInspector Bachhu Mia, in-charge of Dhaka Medical College and Hospital police camp, said the vehicle knocked him down in the morning while he was passing Jatrabari Mahbubur Rahman Molla College, leaving him injured. Two killed in Chattogram motorcycle accidentLater, he was taken to Dhaka Medical College and Hospital where doctors declared him dead around 9:45 am.Child deaths increase by about 17% in road accidents: SCRF
July 16, 2023, 03:49 PM;July 16, 2023, 04:11 PM;;Lawyer killed as bus hits motorbike on Hanif flyover in Dhaka;"<p> A 55-year-old female lawyer was killed and another injured when a bus hit a motorbike on Hanif flyover in Dhaka’s Jatrabari area on Sunday.<br><br>The deceased was identified as Parveen Sultana, daughter of Abul Hossain of Sutrapur area.</br></br></p><p><a href=""https://unb.com.bd/category/Bangladesh/two-killed-and-14-injured-in-separate-road-accidents-in-manikganj/118712"">Two killed and 14 injured in separate road accidents in Manikganj</a><br><br>A bus of ‘Lovely Paribahan’ rammed the motorbike carrying Parveen and her nephew Shakhawat Hossain Himel, 40, leaving both injured around 11:45 am, said Md Quamruzzaman, sub-inspector of Jatrabari Police Station.</br></br></p><p><a href=""https://unb.com.bd/category/Bangladesh/two-killed-in-chattogram-motorcycle-accident/118742"">Two killed in Chattogram motorcycle accident</a><br/><br/>The injured were taken to Dhaka Medical College and Hospital where doctors declared Parveen dead.<br/><br/>The lawyer met the tragic accident while returning to Dhaka after appearing before a Narayanganj court in a land dispute case.<br/><br/><a href=""https://unb.com.bd/category/Bangladesh/university-student-among-2-killed-in-dhaka-road-accidents/118724"">University student among 2 killed in Dhaka road accidents</a></p>";A 55-year-old female lawyer was killed and another injured when a bus hit a motorbike on Hanif flyover in Dhaka’s Jatrabari area on Sunday.The deceased was identified as Parveen Sultana, daughter of Abul Hossain of Sutrapur area. Two killed and 14 injured in separate road accidents in ManikganjA bus of ‘Lovely Paribahan’ rammed the motorbike carrying Parveen and her nephew Shakhawat Hossain Himel, 40, leaving both injured around 11:45 am, said Md Quamruzzaman, sub-inspector of Jatrabari Police Station. Two killed in Chattogram motorcycle accidentThe injured were taken to Dhaka Medical College and Hospital where doctors declared Parveen dead.The lawyer met the tragic accident while returning to Dhaka after appearing before a Narayanganj court in a land dispute case.University student among 2 killed in Dhaka road accidents
July 15, 2023, 10:53 AM;;;Mother, son among 5 killed in Bogura road crashes;"<p>Five people including a woman and her son were killed in separate road accidents in Adamdighi and Shajahanpur upazilas of Bogura district on Friday night and early Saturday.<br><br>In Adamdighi upazila, three people were killed in a head-on-collision between two trucks on Bogra-Naogaon regional highway at Murail early Saturday.</br></br></p><p><a href=""https://unb.com.bd/category/Bangladesh/schoolboy-dies-in-road-crash-in-bogura/116129"">Schoolboy dies in road crash in Bogura</a><br><br>Two of the deceased were identified as Mostaque, 45, and Rafiqul Islam, 34, while the identity of the other could not be known immediately.</br></br></p><p><a href=""https://unb.com.bd/category/Bangladesh/college-teacher-killed-as-bus-runs-over-him-in-bogura/115897"">College teacher killed as bus runs over him in Bogura</a><br/><br/>The accident occurred around 3:30 am when the two trucks collided head-on, leaving three people dead on the spot, said Rezaul Karim, officer-in-charge of Adamdighi Police Station.<br/><br/>In Shahjahanpur upazila, a woman and her five-year-old son were killed and another was injured when a truck hit a motorbike on Dhaka-Bogra highway at Katabaria on Friday night.<br/><br/>The deceased were identified as Zakia Akter Tasli, 25, wife of Mostafizur Rahman Mithu and their son Tashfian Rahman of Baranjul village.<br/><br/>The accident occurred around 8 pm when the paddy-laden truck rammed the motorbike carrying three people, leaving Zakia and Tashfian dead on the spot and Mithu, husband of Zakia, injured, said Shahidul Islam, officer-in-charge of Shahjahanpur Police Station.</p><p><a href=""https://unb.com.bd/category/Bangladesh/2-women-crushed-under-trains-in-bogura/114888"">2 women crushed under trains in Bogura</a><br/><br/>Mithu was taken to Bogra Shaheed Ziaur Rahman Medical College and Hospital.<br/><br/>Police seized the truck and arrested its driver.<br/><br/><br/></p>";Five people including a woman and her son were killed in separate road accidents in Adamdighi and Shajahanpur upazilas of Bogura district on Friday night and early Saturday.In Adamdighi upazila, three people were killed in a head-on-collision between two trucks on Bogra-Naogaon regional highway at Murail early Saturday. Schoolboy dies in road crash in BoguraTwo of the deceased were identified as Mostaque, 45, and Rafiqul Islam, 34, while the identity of the other could not be known immediately. College teacher killed as bus runs over him in BoguraThe accident occurred around 3:30 am when the two trucks collided head-on, leaving three people dead on the spot, said Rezaul Karim, officer-in-charge of Adamdighi Police Station.In Shahjahanpur upazila, a woman and her five-year-old son were killed and another was injured when a truck hit a motorbike on Dhaka-Bogra highway at Katabaria on Friday night.The deceased were identified as Zakia Akter Tasli, 25, wife of Mostafizur Rahman Mithu and their son Tashfian Rahman of Baranjul village.The accident occurred around 8 pm when the paddy-laden truck rammed the motorbike carrying three people, leaving Zakia and Tashfian dead on the spot and Mithu, husband of Zakia, injured, said Shahidul Islam, officer-in-charge of Shahjahanpur Police Station. 2 women crushed under trains in BoguraMithu was taken to Bogra Shaheed Ziaur Rahman Medical College and Hospital.Police seized the truck and arrested its driver.
July 12, 2023, 09:44 AM;July 12, 2023, 11:51 AM;;Hit by bus, on-duty traffic police constable dies in Ctg;"<p>A traffic police constable died after a bus knocked him down while performing his duty at Sholoshohor in Chattogram’s Panchlaish area on Tuesday night.<br><br>The deceased was identified as Nurul Karim, 58, of Tangail district.</br></br></p><p><a href=""https://unb.com.bd/category/Bangladesh/road-accidents-leave-3-dead-in-two-districts/118508"">Road accidents leave 3 dead in two districts</a><br><br>Tariqul Islam, inspector of Chattogram Metropolitan Traffic (North) Division, said the incident occurred around 11 pm when the bus hit Nurul while he was performing his duty in the area, leaving him injured.</br></br></p><p><a href=""https://unb.com.bd/category/Bangladesh/3-die-in-nilphamari-road-accidents/118450"">3 die in Nilphamari road accidents</a><br/><br/>Later, he was taken to Chattogram Medical College and Hospital where the doctors declared him dead.<br/><a href=""https://unb.com.bd/category/Bangladesh/road-accidents-claim-299-lives-during-eid-journey/118432"">Road accidents claim 299 lives during Eid journey</a><br/><br/></p>";A traffic police constable died after a bus knocked him down while performing his duty at Sholoshohor in Chattogram’s Panchlaish area on Tuesday night.The deceased was identified as Nurul Karim, 58, of Tangail district. Road accidents leave 3 dead in two districtsTariqul Islam, inspector of Chattogram Metropolitan Traffic (North) Division, said the incident occurred around 11 pm when the bus hit Nurul while he was performing his duty in the area, leaving him injured. 3 die in Nilphamari road accidentsLater, he was taken to Chattogram Medical College and Hospital where the doctors declared him dead.Road accidents claim 299 lives during Eid journey
June 28, 2023, 12:29 PM;June 28, 2023, 01:59 PM;;2 dead as bus overturns on Bogura-Rangpur highway;"<p>Two people were dead and two were injured when a bus overturned on Bogura-Rangpur highway at Chandihara in Shibganj upazila of Bogura district on Wednesday.</p><p>One of the deceased was identified as Al Amin, 15, of Mithapukur upazila in Rangpur district while the identity of the other deceased could not be known immediately.</p><p><a href=""https://unb.com.bd/category/Bangladesh/3-killed-in-bogura-road-crash/117948"">3 killed in Bogura road crash</a></p><p>Aminul Islam, officer-in-charge of Gobindaganj Highway Police, said the accident occurred around 6 am when the Rangpur-bound bus of ‘Boishakhi Paribahan’ overturned after hitting a road divider, leaving two dead on the spot and two others injured.</p><p>The injured were taken to a local hospital.</p><p><a href=""https://unb.com.bd/category/Bangladesh/schoolboy-dies-in-road-crash-in-bogura/116129"">Schoolboy dies in road crash in Bogura</a></p><p> </p><p> </p><p> </p>";Two people were dead and two were injured when a bus overturned on Bogura-Rangpur highway at Chandihara in Shibganj upazila of Bogura district on Wednesday. One of the deceased was identified as Al Amin, 15, of Mithapukur upazila in Rangpur district while the identity of the other deceased could not be known immediately. 3 killed in Bogura road crash Aminul Islam, officer-in-charge of Gobindaganj Highway Police, said the accident occurred around 6 am when the Rangpur-bound bus of ‘Boishakhi Paribahan’ overturned after hitting a road divider, leaving two dead on the spot and two others injured. The injured were taken to a local hospital. Schoolboy dies in road crash in Bogura   
June 24, 2023, 12:35 PM;June 24, 2023, 04:40 PM;Faridpur;Microbus cylinder blast leaves 7 dead in Faridpur;"<p>Seven people were burned dead and another was injured after the gas cylinder of a microbus exploded on Dhaka-Khulna highway at Maligram in Bhanga upazila of Faridpur district on Saturday (June 24, 2023).</p><p>The deceased included three women, two men and two children but their identities could not be known yet.</p><p>A fire broke out in the microbus as its gas cylinder went off around 11 am, leaving five people dead on the spot and three others injured, said Tayumul Islam, officer-in-charge of Bhanga Highway Police.</p><p><a href=""https://unb.com.bd/category/Bangladesh/couple-who-suffered-burns-in-fire-from-gas-line-leak-in-dhakas-tejgaon-dies/117631"">Read more: Couple who suffered burns in fire from ‘gas line leak’ in Dhaka's Tejgaon dies</a></p><p>Two passengers succumbed to their injuries at Bangabandhu Sheikh Mujibur Rahman Medical College (BSMMC) Hospital, said Md Shahjahan, superintendent of the district police.  </p><p>Injured microbus driver Mridul Malo, a resident of Sadar upazila, has been undergoing treatment at BSMMC hospital.  </p><p><a href=""https://unb.com.bd/category/Bangladesh/wari-fire-death-toll-rises-to-2/117580"">Read more: Wari fire death toll rises to 2</a></p><p>The bodies were kept at the hospital morgue for autopsy, he said, adding that the deceased hailed from Boalmari upazila of the district.</p><p>Deputy Commissioner Kamrul Ahsan Talukder said they have already formed a five-member probe committee to look into the matter and asked to submit its report within next two days.</p><p>He said Tk 20,000 was given for burial to the families of each deceased and Tk 10,000 for treatment of the injured driver.</p><p>Read more: <a href=""https://unb.com.bd/category/Bangladesh/man-injured-in-narayanganj-tv-blast-dies/117252"">https://unb.com.bd/category/Bangladesh/man-injured-in-narayanganj-tv-blast-dies/117252</a></p>";Seven people were burned dead and another was injured after the gas cylinder of a microbus exploded on Dhaka-Khulna highway at Maligram in Bhanga upazila of Faridpur district on Saturday (June 24, 2023). The deceased included three women, two men and two children but their identities could not be known yet. A fire broke out in the microbus as its gas cylinder went off around 11 am, leaving five people dead on the spot and three others injured, said Tayumul Islam, officer-in-charge of Bhanga Highway Police. Read more: Couple who suffered burns in fire from ‘gas line leak’ in Dhaka's Tejgaon dies Two passengers succumbed to their injuries at Bangabandhu Sheikh Mujibur Rahman Medical College (BSMMC) Hospital, said Md Shahjahan, superintendent of the district police. Injured microbus driver Mridul Malo, a resident of Sadar upazila, has been undergoing treatment at BSMMC hospital. Read more: Wari fire death toll rises to 2 The bodies were kept at the hospital morgue for autopsy, he said, adding that the deceased hailed from Boalmari upazila of the district. Deputy Commissioner Kamrul Ahsan Talukder said they have already formed a five-member probe committee to look into the matter and asked to submit its report within next two days. He said Tk 20,000 was given for burial to the families of each deceased and Tk 10,000 for treatment of the injured driver. Read more:https://unb.com.bd/category/Bangladesh/man-injured-in-narayanganj-tv-blast-dies/117252
